lemmaName(pt),lemmaName(en),idPOS,udPOS,idUDPOS,idLanguage,senseDescription(pt),frameName,source_line,reason
"bar de chope","draft beer bar",83,NOUN,8,1,,Dining,7448,"Lemma not found in database"
"Restaurante de churrasco","barbecue restaurant",83,NOUN,8,1,,Dining,7449,"Lemma not found in database"
"Loja de sanduíches","sandwich shop",83,NOUN,8,1,,Dining,7451,"Lemma not found in database"
"loja de cerveja","beer store",83,NOUN,8,1,,Dining,7452,"Lemma not found in database"
"restaurante de pizza","pizza restaurant",83,NOUN,8,1,,Dining,7454,"Lemma not found in database"
"restaurante típico de Minas Gerais","typical minas gerais restaurant",83,NOUN,8,1,,Dining,7455,"Lemma not found in database"
"restaurante de pratos de carne","meat dish restaurant",83,NOUN,8,1,,Dining,7457,"Lemma not found in database"
"Restaurante de comida rápida","fast food restaurant",83,NOUN,8,1,,Dining,7458,"Lemma not found in database"
"restaurante de buffet","buffet restaurant",83,NOUN,8,1,,Dining,7459,"Lemma not found in database"
"fornecedor de catering",caterer,83,NOUN,8,1,,Dining,7460,"Lemma not found in database"
"tenda de cerveja","beer tent",83,NOUN,8,1,"Em uma feira ou festival, uma tenda ou construção de madeira na qual cerveja, outras bebidas alcoólicas e não alcoólicas e alimentos são servidos e consumidos, muitas vezes acompanhados por uma banda ao vivo;A alojamento portátil (geralmente feito de plástico impermeável, pele animal ou tela esticada por mastro) que é usado para abrigar pessoas e objetos do tempo quando acampando ou em festivais.",Dining,7464,"Lemma not found in database"
"Fast food","fast food",83,NOUN,8,1,"É o tipo de comida que é um alimento processado em massa, preparado e servido muito rapidamente.",Dining,7466,"Lemma not found in database"
"pesque e pague","fish and pay lake",83,NOUN,8,1,"É um lugar usado para pesca recreativa, subsistência ou competição. As pessoas podem pescar, vender e comer nesses lugares.",Dining,7469,"Lemma not found in database"
"Temaki Shop","temaki shop",83,NOUN,8,1,"É o estabelecimento que vende temaki e sushi, tipos de comida oriental.",Dining,7471,"Lemma not found in database"
"Loja de tacacá","tacaca shop",83,NOUN,8,1,"A instituição que vende tacacá, um tipo de prato brasileiro.",Dining,7472,"Lemma not found in database"
"Loja de açaí","açaí shop",83,NOUN,8,1,"loja de alimentos especializada em vender batidos e sucos de açaí.",Dining,7473,"Lemma not found in database"
"Restaurante de autoatendimento","self-service restaurant",83,NOUN,8,1,"Tipo de restaurante onde os clientes servem a si mesmos.",Dining,7475,"Lemma not found in database"
"Restaurante de rodízio","rodizio restaurant",83,NOUN,8,1,"restaurante onde diferentes pratos são oferecidos aos clientes, geralmente os garçons não repetem os pratos enquanto oferecem.",Dining,7476,"Lemma not found in database"
"restaurante vegetariano","vegetarian restaurant",83,NOUN,8,1,"Um estabelecimento que serve alimentos preparados de acordo com padrões vegetarianos e, portanto, não inclui carne.",Dining,7478,"Lemma not found in database"
"pacote de turismo","tour package",83,NOUN,8,1,"Uma excursão organizada por um agente de viagens.",Touristic_service,7479,"Lemma not found in database"
"desfrutar do uso de","enjoy the use of",86,VERB,16,1,"oferecer produtos, instalações ou serviços ao turista.",Touristic_service,7483,"Lemma not found in database"
"tour pela cidade","city tour",83,NOUN,8,1,"Uma visita guiada por uma cidade.",Touristic_service,7486,"Lemma not found in database"
"artesanato artístico","artistic handcraft",83,NOUN,8,1,,Tourist_activities,7490,"Lemma not found in database"
"escalada em árvores","tree climbling",83,NOUN,8,1,"Atividade de lazer ligada à natureza, como escalada, equilíbrio em cordas, entre outras.",Tourist_activities,7492,"Lemma not found in database"
Snooker,snooker,83,NOUN,8,1,"jogo de tabuleiro, bolas e taco, considerado uma variedade de bilhar inglês.",Tourist_activities,7494,"Lemma not found in database"
"equipe técnica","coaching staff",83,NOUN,8,1,"Um grupo de profissionais composto por treinadores, preparadores físicos e médicos que auxiliam o treinador e acompanham a equipe.",Coaching_staff,7495,"Lemma not found in database"
"treinador de fitness","fitness trainer",83,NOUN,8,1,"Um profissional responsável pela condução do programa de treinamento físico do jogador.",Coaching_staff,7496,"Lemma not found in database"
"assistente técnico","assistant coach",83,NOUN,8,1,"Um profissional responsável por auxiliar o treinador no programa de treinamento dos atletas, monitorando seu desempenho e substituindo o treinador oficial em situações que são necessárias.",Coaching_staff,7500,"Lemma not found in database"
"gerente de equipamentos","equipment manager",83,NOUN,8,1,"Responsável profissional por supervisionar, preparar e organizar todos os uniformes e equipamentos esportivos da equipe esportiva, além de organizar o vestiário da equipe antes de uma partida.",Coaching_staff,7501,"Lemma not found in database"
"treinador de goleiros","goalkeeper coach",83,NOUN,8,1,"Um profissional responsável por preparar goleiros em um evento esportivo.",Coaching_staff,7502,"Lemma not found in database"
"treinador de goleiros","goalkeeping coach",83,NOUN,8,1,"Um profissional responsável por preparar goleiros em um evento esportivo.",Coaching_staff,7503,"Lemma not found in database"
"oficial de segurança","security officer",83,NOUN,8,1,"Uma profissional responsável por garantir a segurança de membros da equipe técnica e atletas de uma equipe esportiva.",Coaching_staff,7506,"Lemma not found in database"
"coach de desempenho","performance coach",83,NOUN,8,1,"Um profissional responsável por analisar o desempenho da própria equipe esportiva.",Coaching_staff,7508,"Lemma not found in database"
"sede da polícia","police headquarters",83,NOUN,8,1,"Um edifício que serve de sede para uma filial da força policial. ;A sede de uma força ou unidade policial para um distrito específico; uma delegacia de polícia. ;Uma sede para a área policial. ;Um edifício que serve de abrigo para policiais. ;Uma estação que serve de sede para a polícia em um distrito específico; serve como um local do qual os policiais são despachados e para o qual as pessoas presas são levadas;",Police,7513,"Lemma not found in database"
"força policial","police force",83,NOUN,8,1,"A força de policiais e oficiais;",Police,7514,"Lemma not found in database"
constabularia,constabulary,83,NOUN,8,1,"A força de policiais e oficiais;",Police,7515,"Lemma not found in database"
"serviço de polícia","police service",83,NOUN,8,1,"A força de policiais e oficiais;Ramificação do governo que é encarregada da preservação da ordem pública, a promoção da saúde pública e segurança, e a prevenção, detecção e punição de crimes.",Police,7516,"Lemma not found in database"
"departamentos de polícia","police departments",83,NOUN,8,1,"A polícia pode ter várias definições: uma força civil não paramilitar composta por policiais chamados de policiais; uma força policial é um corpo constituído de pessoas autorizadas pelo Estado a fazer cumprir a lei, proteger bens e limitar os distúrbios civis.",Police,7517,"Lemma not found in database"
"dançar o samba","dance the samba",86,VERB,16,1,"É quando a pessoa dança o ritmo samba.",Go_dancing,7523,"Lemma not found in database"
"terremoto submarino","submarine earthquake",83,NOUN,8,1,"Um terremoto no fundo do mar.",Natural_disaster,7526,"Lemma not found in database"
"terremoto submarino","undersea earthquake",83,NOUN,8,1,"Um terremoto no fundo do mar;",Natural_disaster,7527,"Lemma not found in database"
"Registro de entrada",check-in,83,NOUN,8,1,"O ato de comunicar sua presença (como em um aeroporto ou hotel).",Tourist_departure_locality,7529,"Lemma not found in database"
"embarque aéreo","airline boarding",83,NOUN,8,1,"O ato de passageiros e tripulantes embarcarem em um navio ou aeronave;
Embarcação é o ato de os passageiros entrarem em um veículo, geralmente no transporte público;
Embarkação é o processo de carregar uma embarcação de passageiros ou uma aeronave com passageiros ou militares, relacionado e sobrepondo-se ao embarque individual em aeronaves e navios.",Tourist_departure_locality,7530,"Lemma not found in database"
"embarque em avião","airplane boarding",83,NOUN,8,1,"Embarcar é o ato de embarcar passageiros em um veículo, geralmente no transporte público; Desembarcar é o processo de descarregar um navio ou avião com passageiros ou militares, relacionado e sobrepondo-se ao embarque individual em aeronaves e navios.",Tourist_departure_locality,7531,"Lemma not found in database"
"Ajudante de árbitro",linesman,83,NOUN,8,1,"O árbitro assistente, que corre ao longo das laterais do campo e ajuda o árbitro na tomada de decisões.",Referees,7532,"Lemma not found in database"
"trio de árbitros","referee trio",83,NOUN,8,1,"O árbitro e seus dois árbitros de linha.",Referees,7534,"Lemma not found in database"
fullback,fullback,83,NOUN,8,1,"No rugby, é a posição do atleta que é a última linha da defesa, sendo confiante sob um chute alto e forte o suficiente para fazer tackles salvadores. No hóquei em campo, é a posição do atleta que impede os alas adversários de avançar e cruzar a bola. No futebol ou futebol, é a posição do atleta que ocupa posições laterais no meio-campo.",Athletes_by_position,7549,"Lemma not found in database"
rebatidor,hitter,83,NOUN,8,1,"No beisebol e no softbol, é o atleta que atinge a bola com o bastão.",Athletes_by_position,7554,"Lemma not found in database"
"zagueiro central","center back",83,NOUN,8,1,"No polo aquático, é a posição do atleta que fica no ataque entre a linha de dois metros e a linha de cinco metros. No vôlei, é a posição do atleta que recebe bolas longas e as devolve por um bloqueio. No futebol ou futebol, é a posição do atleta que age na frente do goleiro na posição defensiva da equipe.",Athletes_by_position,7555,"Lemma not found in database"
"primeiro ala","first winger",83,NOUN,8,1,"No polo aquático, é a posição do atleta que é ofensivo e posicionado na linha de dois metros.",Athletes_by_position,7560,"Lemma not found in database"
"primeiro atacante","first driver",83,NOUN,8,1,"No polo aquático, é a posição do atleta que fica ao lado do centro-avante e tenta mover a bola para o ataque.",Athletes_by_position,7561,"Lemma not found in database"
"segundo atacante","second driver",83,NOUN,8,1,"No polo aquático, é a posição do atleta que apoia o primeiro motorista para criar oportunidades de gol.",Athletes_by_position,7562,"Lemma not found in database"
"defensor central","central defender",83,NOUN,8,1,"No futebol ou no futebol, é a posição do atleta que age na frente do goleiro na posição defensiva da equipe.",Athletes_by_position,7563,"Lemma not found in database"
"armador de jogo","point guard",83,NOUN,8,1,"No basquetebol, é a posição do atleta que é o mais rápido da equipe, organizando o ataque e gerando oportunidades de pontuação.",Athletes_by_position,7566,"Lemma not found in database"
ponta-direita,"right winger",83,NOUN,8,1,"No handebol, é a posição do atleta que é rápido, bom no ataque e age perto da lateral da quadra.",Athletes_by_position,7569,"Lemma not found in database"
ponta-esquerda,"left winger",83,NOUN,8,1,"No handebol, é a posição do atleta geralmente o jogador mais alto da equipe. Ao defender, tentam bloquear os chutes, e no ataque são os atiradores de handebol de longa distância.",Athletes_by_position,7571,"Lemma not found in database"
"pilar esquerdo","loosehead prop",83,NOUN,8,1,"No rúgbi, é a posição do atleta responsável por segurar o gancho, avançar na linha e empurrar o oponente para evitar que eles avancem.",Athletes_by_position,7576,"Lemma not found in database"
"pilar esquerdo",loosehead,83,NOUN,8,1,"No rugby, é a posição do atleta responsável por segurar o ganchoiro, avançar na mescla e empurrar o adversário para evitar que eles avancem.",Athletes_by_position,7577,"Lemma not found in database"
"pilar direito","tighthead prop",83,NOUN,8,1,"No rugby, é a posição do atleta responsável por segurar o hooker, fazer avançar a linha e empurrar o oponente para evitar que eles avancem.",Athletes_by_position,7578,"Lemma not found in database"
"pilar direito",tighthead,83,NOUN,8,1,"No rugby, é a posição do atleta responsável por segurar o gancho, avançar na linha e empurrar o oponente para evitar que eles avancem.",Athletes_by_position,7579,"Lemma not found in database"
"atleta de meio de rede","middle hitter",83,NOUN,8,1,"No voleibol, é a posição do atleta que bloqueia o ataque da outra equipe.",Athletes_by_position,7582,"Lemma not found in database"
frente-direita,"right front",83,NOUN,8,1,"No voleibol, é a posição do atleta que decide a estratégia de ataque e coloca bolas para o lado esquerdo da frente.",Athletes_by_position,7584,"Lemma not found in database"
frente-esquerda,"left front",83,NOUN,8,1,"No voleibol, é a posição do atleta que lidera o ataque e tenta marcar pontos com chutes.",Athletes_by_position,7585,"Lemma not found in database"
"meio-campista central","center halfback",83,NOUN,8,1,"No hóquei em campo, é a posição do atleta que age como suporte da defesa e marca o centro-avante do adversário.",Athletes_by_position,7588,"Lemma not found in database"
meia-atacante,"inside forward",83,NOUN,8,1,"No hóquei em campo, é a posição do atleta que transforma a defesa no ataque fornecendo a bola aos atacantes.",Athletes_by_position,7589,"Lemma not found in database"
infielder,infielder,83,NOUN,8,1,"No beisebol/softbol, é a posição do atleta que é uma das quatro posições defensivas e joga em suas respectivas bases.",Athletes_by_position,7590,"Lemma not found in database"
"meio-campista defensivo","defensive midfielder",83,NOUN,8,1,"No futebol ou no esporte mais conhecido como ""futebol"" no Brasil, é a posição do atleta que age no meio-campo e tem uma postura mais defensiva.",Athletes_by_position,7592,"Lemma not found in database"
"meio-campista defensivo","holding midfielder",83,NOUN,8,1,"No futebol ou no futebol, é a posição do atleta que age no meio-campo e tem uma postura mais defensiva.",Athletes_by_position,7593,"Lemma not found in database"
"melhor marcador","top scorer",83,NOUN,8,1,"No futebol ou no futebol, é a posição do atleta que marca mais gols em um jogo ou competição.",Athletes_by_position,7594,"Lemma not found in database"
"jogador inicial","starting player",83,NOUN,8,1,"É a posição do atleta que ocupa uma posição oficial no início do jogo.",Athletes_by_position,7596,"Lemma not found in database"
"embarcação aquática","water craft",83,NOUN,8,1,"barco;Um barco é um veículo aquático, geralmente menor do que a maioria dos navios.;Um veículo aquático projetado para flutuar ou planar sobre, e fornecer transporte sobre a água.;Um pequeno veículo para viagens na água.",Means_of_transportation,7605,"Lemma not found in database"
"barco fluvial",riverboat,83,NOUN,8,1,"Um barco utilizado em rios ou para navegar num rio.",Means_of_transportation,7606,"Lemma not found in database"
"navio a vela","sailing ship",83,NOUN,8,1,"Um navio que é movido pelo vento; geralmente tendo vários mastros.",Means_of_transportation,7610,"Lemma not found in database"
clíper,sailboat,83,NOUN,8,1,"Navio de vela muito rápida do século XIX.",Means_of_transportation,7611,"Lemma not found in database"
"serviço de táxi","taxi service",83,NOUN,8,1,,Means_of_transportation,7612,"Lemma not found in database"
"taxis aéreos","air taxi",83,NOUN,8,1,,Means_of_transportation,7613,"Lemma not found in database"
"jato comercial","jet airliner",83,NOUN,8,1,"Um grande avião a jato que transporta passageiros;",Means_of_transportation,7614,"Lemma not found in database"
"ferrovia subterrânea","underground railway",83,NOUN,8,1,"Um trem elétrico de passageiros operava em túneis subterrâneos.",Means_of_transportation,7616,"Lemma not found in database"
"trem subterrâneo","underground train",83,NOUN,8,1,"Um sistema de transporte público urbano que utiliza trens subterrâneos ou elevados;",Means_of_transportation,7618,"Lemma not found in database"
"ônibus de dois andares",double-decker,83,NOUN,8,1,"Um veículo que transporta muitos passageiros; usado para transporte público;",Means_of_transportation,7620,"Lemma not found in database"
"meios de transporte","means of transport",83,NOUN,8,1,"O transporte de pessoas por terra, água ou ar por automóvel, ônibus, trem, avião ou algum outro meio de viagem; Algo que serve como meio de transporte; A ação ou meio de mover objetos tangíveis de um lugar para outro. Frequentemente envolve o uso de algum tipo de veículo.",Means_of_transportation,7622,"Lemma not found in database"
"barco de turismo","tour boat",83,NOUN,8,1,"Um barco usado para transportar passageiros em um passeio.",Means_of_transportation,7623,"Lemma not found in database"
"cadeira teleférica",chairlift,83,NOUN,8,1,"Uma série de cadeiras penduradas em um cabo, usadas para transportar pessoas para cima e para baixo de uma montanha.",Means_of_transportation,7624,"Lemma not found in database"
vagão-leito,"bed wagon",83,NOUN,8,1,"Um vagão que oferece acomodações para dormir.",Means_of_transportation,7625,"Lemma not found in database"
"ônibus turístico","tour bus",83,NOUN,8,1,"Um ônibus usado para transportar passageiros em uma excursão.",Means_of_transportation,7626,"Lemma not found in database"
"viagem de lazer","pleasure trip",83,NOUN,8,1,"Uma viagem tomada por prazer.",Go_places,7633,"Lemma not found in database"
assista,watch,86,VERB,16,1,"ver algo com atenção.",Crowd_reactions,7638,"Lemma not found in database"
celebre,celebrate,86,VERB,16,1,"Mostrar contentamento por uma determinada situação.",Crowd_reactions,7640,"Lemma not found in database"
explode,explode,86,VERB,16,1,"reagir geralmente de forma positiva a qualquer movimento ou resultado da partida.",Crowd_reactions,7641,"Lemma not found in database"
"Apitar o apito final","blow the final whistle",86,VERB,16,1,"marcar o fim do jogo usando um apito.",Referee_actions,7645,"Lemma not found in database"
"Dar o apito de início","blow the starting whistle",86,VERB,16,1,"marcar o início do jogo usando um apito.",Referee_actions,7646,"Lemma not found in database"
"Soar o apito","blow the whistle",86,VERB,16,1,"conceder compensação, impor uma sanção ou determinar o início, fim ou suspensão da partida usando um apito.",Referee_actions,7647,"Lemma not found in database"
"intervalo do meio-tempo","half-time break",83,NOUN,8,1,"Intervalo entre as duas metades.",Sports_temporal_subdivision,7650,"Lemma not found in database"
"Tempo extra","added time",83,NOUN,8,1,"Os minutos adicionados ao tempo regular para compensar interrupções durante a partida.",Sports_temporal_subdivision,7651,"Lemma not found in database"
"estágio final","final stage",83,NOUN,8,1,"as partes finais de um evento ou ocorrência.",Sports_temporal_subdivision,7652,"Lemma not found in database"
"Hora de início","starting time",83,NOUN,8,1,"o tempo em que algo é suposto começar.",Sports_temporal_subdivision,7656,"Lemma not found in database"
"tempo extra","extra time",83,NOUN,8,1,"tempo de jogo além do tempo regulamentar, para quebrar um empate.",Sports_temporal_subdivision,7657,"Lemma not found in database"
"tempo adicional","additional time",83,NOUN,8,1,"Tempo extra adicionado ao jogo.",Sports_temporal_subdivision,7660,"Lemma not found in database"
"tempo normal","regular time",83,NOUN,8,1,"tempo que marca a duração oficial da partida, sem acréscimos e cobranças de pênaltis.",Sports_temporal_subdivision,7661,"Lemma not found in database"
"tempo de acréscimo","stoppage time",83,NOUN,8,1,"Tempo extra adicionado ao jogo.",Sports_temporal_subdivision,7662,"Lemma not found in database"
"tempo de acréscimo","injury time",83,NOUN,8,1,"Tempo extra adicionado ao jogo.",Sports_temporal_subdivision,7663,"Lemma not found in database"
"anel de ginástica","gymnastic ring",83,NOUN,8,1,"Aparelho de ginástica que consiste em um par de anéis de metal pesado, geralmente cobertos com couro, suspensos por cordas.",Sports_equipment,7668,"Lemma not found in database"
"anéis estáticos","still rings",83,NOUN,8,1,"Os anéis, também conhecidos como anéis fixos ou anéis estáticos, é um aparelho de ginástica artística e a prova que utiliza-o.",Sports_equipment,7669,"Lemma not found in database"
"cavalo com arças","pommel horse",83,NOUN,8,1,"aparelho usado em ginástica artística por atletas, consistindo de um corpo prismático mais estreito na parte inferior, montado horizontalmente sobre uma base, com duas tiras se sobrepondo ao corpo.",Sports_equipment,7671,"Lemma not found in database"
"cavalo de salto",buck,83,NOUN,8,1,"Um cavalo de ginástica sem pommelons e com um extremo alongado, usado no sentido comprido para o salto.",Sports_equipment,7674,"Lemma not found in database"
"taco de bilhar","billiard cue",83,NOUN,8,1,"Uma vara em forma de cone utilizada para impulsionar as bolas em jogos como bilhar, snooke e sinuca.",Sports_equipment,7680,"Lemma not found in database"
"proteção de joelho","knee guard",83,NOUN,8,1,"Um equipamento utilizado para proteger os joelhos e articulações do atleta.",Sports_equipment,7687,"Lemma not found in database"
"barra horizontal","horizontal bar",83,NOUN,8,1,"Um aparelho de ginástica que consiste numa barra apoiada numa posição horizontal por apoios em ambas as extremidades.",Sports_equipment,7688,"Lemma not found in database"
"prendedor de nariz","nose clip",83,NOUN,8,1,"equipamento que sela água nas narinas em esportes aquáticos.",Sports_equipment,7692,"Lemma not found in database"
"protetor de virilha","groin guard",83,NOUN,8,1,"um protetor para as nádegas contra socos baixos.",Sports_equipment,7693,"Lemma not found in database"
"protetor de cotovelo","elbow guard",83,NOUN,8,1,"equipamento usado para proteger os cotovelos.",Sports_equipment,7694,"Lemma not found in database"
"óculos de mergulho",goggles,83,NOUN,8,1,"Equipamentos esportivos que protegem os olhos das agressões causadas pelos componentes químicos das piscinas.",Sports_equipment,7696,"Lemma not found in database"
"proteção bucal","mouth guard",83,NOUN,8,1,"equipamentos usados para proteção bucal em certos esportes.",Sports_equipment,7697,"Lemma not found in database"
"protetor auricular","ear protector",83,NOUN,8,1,"equipamentos usados para proteção auditiva em certos esportes.",Sports_equipment,7699,"Lemma not found in database"
skateboard,skateboard,83,NOUN,8,1,"Uma prancha sobre rodas utilizada no esporte do mesmo nome.",Sports_equipment,7700,"Lemma not found in database"
paraquedas,parachute,83,NOUN,8,1,"Uma tenda de tecido que enche de ar e permite que uma pessoa ou objeto pesado preso a ela desça lentamente quando lançada de um avião, ou que é liberada da parte traseira de um avião na hora do pouso para atuar como um freio.",Sports_equipment,7705,"Lemma not found in database"
Olimpíadas,olympics,83,NOUN,8,1,"Cada edição dos Jogos Olímpicos.",Sports_event,7709,"Lemma not found in database"
"segunda mão","second leg",83,NOUN,8,1,"O segundo jogo que acontece no campo que é o lar de uma equipe.",Sports_event,7714,"Lemma not found in database"
"primeira mão","first leg",83,NOUN,8,1,"o primeiro jogo que acontece no campo que pertence à equipe adversária.",Sports_event,7715,"Lemma not found in database"
carrinho,"slide tackle",86,VERB,16,1,"O jogador desliza com as duas pernas na frente do adversário para tirar-lhe a bola, atirando-o no chão.",Direct_fouls,7721,"Lemma not found in database"
"Fora de jogo",offside,83,NOUN,8,1,"também fora de jogo, é uma regra usada por vários esportes em equipe diferentes regulando aspectos da posição dos jogadores.",Indirect_fouls,7724,"Lemma not found in database"
"toque duplo","double touch",83,NOUN,8,1,"infração quando o atleta toca na bola duas vezes consecutivamente.",Indirect_fouls,7727,"Lemma not found in database"
"falsa partida","false start",83,NOUN,8,1,"A vantagem que o atleta tenta obter ao iniciar a corrida antes dos outros competidores.",Indirect_fouls,7728,"Lemma not found in database"
"ter um começo falso","have a false start",86,VERB,16,1,"ter a vantagem que o atleta tenta tomar quando inicia a corrida antes dos outros concorrentes.",Indirect_fouls,7729,"Lemma not found in database"
"penetrar sob a rede","penetrate under the net",86,VERB,16,1,"Em esportes como tênis, badminton, vôlei e vôlei de praia, é a infração cometida quando o atleta cruza a rede em direção ao lado do oponente com alguma parte do corpo ou com algum instrumento, como a raquete.",Indirect_fouls,7732,"Lemma not found in database"
"penetração abaixo da rede","penetration under the net",83,NOUN,8,1,"Em esportes como tênis, badminton, vôlei e vôlei de praia, é a infração cometida quando o atleta cruza a rede em direção ao lado do oponente com alguma parte do corpo ou com algum instrumento como a raquete.",Indirect_fouls,7733,"Lemma not found in database"
"banhista de sol",sunbather,83,NOUN,8,1,"Uma pessoa que vai à praia, ao lago ou ao rio com o propósito de descanso e entretenimento.",People_by_leisure_activity,7736,"Lemma not found in database"
"Jet setter","jet setter",83,NOUN,8,1,"Uma pessoa que inicia tendências.",People_by_leisure_activity,7742,"Lemma not found in database"
remadora,oarswoman,83,NOUN,8,1,"Uma atleta feminina que pratica remo.",Athletes_by_sport,7751,"Lemma not found in database"
"jogador de tênis","tennis player",83,NOUN,8,1,"um atleta que joga tênis",Athletes_by_sport,7752,"Lemma not found in database"
karateca,karateka,83,NOUN,8,1,"Um atleta que pratica caratê.",Athletes_by_sport,7759,"Lemma not found in database"
Cavaleira,"female equestrian",83,NOUN,8,1,"Uma atleta feminina que monta um cavalo em esportes equestres.",Athletes_by_sport,7760,"Lemma not found in database"
Cavaleira,"female rider",83,NOUN,8,1,"uma atleta feminina que monta um cavalo em esportes equestres.",Athletes_by_sport,7763,"Lemma not found in database"
"arremessador de peso","shot putter",83,NOUN,8,1,"um atleta que arremessa o disco.",Athletes_by_sport,7765,"Lemma not found in database"
"atirador de pistola","pistol shooter",83,NOUN,8,1,"Um atleta que pratica tiro esportivo.",Athletes_by_sport,7766,"Lemma not found in database"
caiaqueiro,kayaker,83,NOUN,8,1,"Um atleta que pratica canoa em slalom ou canoa em velocidade.",Athletes_by_sport,7767,"Lemma not found in database"
canoeista,canoeist,83,NOUN,8,1,"Um atleta que pratica canoa slalom ou canoa sprint.",Athletes_by_sport,7768,"Lemma not found in database"
"Corredor de longa distância","long-distance runner",83,NOUN,8,1,"Um atleta que pratica eventos de longa distância também conhecidos como corridas de longa distância, ou seja, os 5.000m, 10.000m, cross-country e maratona.",Athletes_by_sport,7771,"Lemma not found in database"
"jogador de handebol","handball player",83,NOUN,8,1,"Um atleta que pratica handebol.",Athletes_by_sport,7773,"Lemma not found in database"
"jogador de voleibol","volleyball player",83,NOUN,8,1,"Um atleta que pratica vôlei.",Athletes_by_sport,7774,"Lemma not found in database"
"jogador de hóquei em campo","field hockey player",83,NOUN,8,1,"um atleta que pratica hóquei no campo",Athletes_by_sport,7775,"Lemma not found in database"
"jogador de polo aquático","water polo player",83,NOUN,8,1,"um atleta que pratica polo aquático",Athletes_by_sport,7776,"Lemma not found in database"
"corredor de maratona","marathon runner",83,NOUN,8,1,"Um atleta que corre em maratonas.",Athletes_by_sport,7777,"Lemma not found in database"
"Corredor de meia distância","middle-distance runner",83,NOUN,8,1,"Um atleta que pratica as corridas de meia distância, ou seja, os 800 metros e os 1.500 metros.",Athletes_by_sport,7779,"Lemma not found in database"
"jogador de tênis de mesa","table tennis player",83,NOUN,8,1,"Um atleta que pratica tênis de mesa.",Athletes_by_sport,7780,"Lemma not found in database"
skater,skater,83,NOUN,8,1,"Um atleta que pratica skate.",Athletes_by_sport,7783,"Lemma not found in database"
"cavaleiro de salto","show jumper",83,NOUN,8,1,"Um atleta que compete no evento equestre de salto a cavalo.",Athletes_by_sport,7787,"Lemma not found in database"
"campo de equitação","horse riding field",83,NOUN,8,1,"área projetada para equitação.",Sports_venues,7791,"Lemma not found in database"
"centro de ginástica","gymnastics center",83,NOUN,8,1,"Uma área equipada onde os atletas praticam ginástica olímpica.",Sports_venues,7792,"Lemma not found in database"
"complexo esportivo","sports complex",83,NOUN,8,1,"área equipada destinada à prática de vários esportes.",Sports_venues,7793,"Lemma not found in database"
"área de canoagem","canoeing area",83,NOUN,8,1,"área específica para canoa.",Sports_venues,7795,"Lemma not found in database"
"Carta preta","black card",83,NOUN,8,1,"Em alguns esportes, representa uma desqualificação da competição por má conduta.",Sanctions,7799,"Lemma not found in database"
"arremesso lateral",throw-in,83,NOUN,8,1,"Sanção aplicada que concede ao outro time a posse da bola.",Sanctions,7802,"Lemma not found in database"
"vantagem numérica",man-up,83,NOUN,8,1,"No polo, quando uma equipe fica com um jogador a mais por 20 segundos após a suspensão de um atleta adversário.",Sanctions,7803,"Lemma not found in database"
"Fora de jogo",offside,83,NOUN,8,1,"Um passe para um receptor que está à frente do passador.",Sanctions,7804,"Lemma not found in database"
"Corrida de cavalos","horse racing",83,NOUN,8,1,"Um esporte conhecido como equitação, referindo-se à habilidade de montar, dirigir, correr com obstáculos ou saltar com cavalos.",Sports,7809,"Lemma not found in database"
"luta livre",wrestling,83,NOUN,8,1,"O combate corpo a corpo entre dois lutadores desarmados que buscam derrubar ou forçar os ombros do oponente ao chão. Envolve técnicas de luta corporal, como luta em empurrões, arremessos e quedas, travamentos articulares, imobilizações e outras posições de luta corporal.",Sports,7810,"Lemma not found in database"
"Nado artístico","artistic swimming",83,NOUN,8,1,"Um esporte híbrido, que inclui conceitos de natação, ginástica e dança, consistindo em nadadores (individuais, duetos, trios, equipes ou combinações) realizando uma rotina sincronizada de movimentos elaborados e dramáticos na água, acompanhada por uma música.",Sports,7814,"Lemma not found in database"
"natação sincronizada","synchronised swimming",83,NOUN,8,1,"Um esporte híbrido, que inclui conceitos de natação, ginástica e dança, consistindo em nadadores (individuais, duetos, trios, equipes ou combinações) realizando uma rotina sincronizada de movimentos elaborados e dramáticos na água, acompanhada por uma música.",Sports,7815,"Lemma not found in database"
"hóquei de campo","field hockey",83,NOUN,8,1,"O esporte praticado por duas equipes de 11 jogadores. O objetivo é tentar marcar o máximo de gols possível levando a bola por meio de um bastão.",Sports,7817,"Lemma not found in database"
squash,squash,83,NOUN,8,1,"Um jogo em que dois jogadores usam raquetes para atingir uma pequena bola de borracha macia contra as paredes de um campo fechado.",Sports,7820,"Lemma not found in database"
chutar,kick,83,NOUN,8,1,"Um chute é um golpe físico usando o pé, perna ou joelho.",Individual_moves,7823,"Lemma not found in database"
"bola cruzada","crosscourt shot",83,NOUN,8,1,"No tênis, é o ato de acertar a bola diagonalmente na quadra do adversário.",Individual_moves,7832,"Lemma not found in database"
"golpe de backhand","backhand shot",83,NOUN,8,1,"No tênis de mesa, é um golpe realizado na frente do corpo, no qual a parte posterior da empunhadura da raquete é voltada para o oponente. No tênis, é um golpe de trás da quadra no lado oposto onde o jogador segura a raquete. Para um jogador canhoto, por exemplo, o backhand fica em seu lado direito.",Individual_moves,7835,"Lemma not found in database"
